,book_id,goodreads_book_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,category
4943,4944,187124,37,0-345379624,9780345379630.0,Terry Brooks,1997.0,Running with the Demon,"Running with the Demon (Word & Void, #1)",eng,3.95,21209,526,1303,5063,7815,8120,https://images.gr-assets.com/books/1451687782m/187124.jpg,https://images.gr-assets.com/books/1451687782s/187124.jpg,['other']
4944,4945,223838,243,1557488150,9781557488150.0,Charles M. Sheldon,1896.0,In His Steps,In His Steps,,4.15,18254,377,879,3394,5477,9212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
4945,4946,10790516,31,1439136823,9781439136830.0,Kresley Cole,2012.0,Lothaire,Lothaire (Immortals After Dark #12),eng,4.43,30304,264,706,3287,9210,19646,https://images.gr-assets.com/books/1366322959m/10790516.jpg,https://images.gr-assets.com/books/1366322959s/10790516.jpg,
4946,4947,515905,12,1423102991,9781423102990.0,Mo Willems,2007.0,Knuffle Bunny Too: A Case of Mistaken Identity,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",en-US,4.28,23396,310,788,3355,6518,12526,https://images.gr-assets.com/books/1327894604m/515905.jpg,https://images.gr-assets.com/books/1327894604s/515905.jpg,"['Toys', 'Toys--Fiction', 'Stuffed animals (Toys)', 'Stuffed animals (Toys)--Fiction', 'Fathers and daughters', 'Fathers and daughters--Fiction', 'Schools', 'Schools--Fiction', 'Stuffed animals (Toys)--Juvenile fiction', 'Fathers and daughters--Juvenile fiction', 'Elementary schools', 'Elementary schools--Juvenile fiction', 'Nursery schools', 'Nursery schools--Fiction', 'School stories', 'Friendship', 'Friendship--Fiction', 'PZ7.W65535 Knu 2007', '[E]']"
4947,4948,2260637,60,0-446195979,9780446195970.0,David Baldacci,2008.0,The Whole Truth,"The Whole Truth (A. Shaw, #1)",eng,4.0,19171,212,737,5067,9753,7155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4948,4949,2659997,35,0-061628018,9780061628020.0,"Elissa Wall, Lisa Pulitzer",2008.0,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs","Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",,3.89,19468,191,1069,5804,8373,6137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4949,4950,11178225,45,039925692X,9780399256930.0,Ruta Sepetys,2013.0,Out of the Easy,Out of the Easy,eng,4.05,25913,464,985,5290,11982,10204,https://images.gr-assets.com/books/1339784547m/11178225.jpg,https://images.gr-assets.com/books/1339784547s/11178225.jpg,['Teen Fiction']
4950,4951,2182780,18,1401216226,9781401216220.0,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",2005.0,Batman: The Man Who Laughs,Batman: The Man Who Laughs,eng,4.09,16933,187,703,3704,5931,7223,https://images.gr-assets.com/books/1486038991m/2182780.jpg,https://images.gr-assets.com/books/1486038991s/2182780.jpg,
4951,4952,273511,36,0-060744510,9780060744520.0,Erin Hunter,2005.0,Midnight,"Midnight (Warriors: The New Prophecy, #1)",eng,4.26,24650,374,920,3939,6899,13612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4952,4953,18176747,20,0-062273205,9780062273210.0,Ben Horowitz,2014.0,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,eng,4.2,19492,413,779,3215,7627,10515,https://images.gr-assets.com/books/1386609333m/18176747.jpg,https://images.gr-assets.com/books/1386609333s/18176747.jpg,['other']
4953,4954,11051889,11,1461052149,9781461052140.0,Jessica Sorensen,2011.0,,"The Fallen Star (Fallen Star, #1)",,3.91,19786,953,1819,5469,8048,9659,https://images.gr-assets.com/books/1331385411m/11051889.jpg,https://images.gr-assets.com/books/1331385411s/11051889.jpg,
4954,4955,228990,46,0-345348664,9780345348660.0,Stephen R. Donaldson,1977.0,The Illearth War,"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",,3.99,20039,512,1140,4331,8044,7959,https://images.gr-assets.com/books/1387037078m/228990.jpg,https://images.gr-assets.com/books/1387037078s/228990.jpg,['other']
4955,4956,2063563,22,0-340936150,9780340936150.0,Russell Brand,2007.0,My Booky Wook,My Booky Wook,en-GB,3.42,16553,1055,2526,6732,6505,3265,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4956,4957,18527947,49,0-425259862,9780425259860.0,Nora Roberts,2014.0,Shadow Spell,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",en-US,4.0,17155,299,1329,5744,8740,9252,https://images.gr-assets.com/books/1458263039m/18527947.jpg,https://images.gr-assets.com/books/1458263039s/18527947.jpg,['other']
4957,4958,10909804,33,1592406521,9781592406520.0,Simon Garfield,2010.0,Just My Type: A Book About Fonts,Just My Type: A Book About Fonts,en-US,3.79,22046,1126,1938,5496,6966,7803,https://images.gr-assets.com/books/1327886002m/10909804.jpg,https://images.gr-assets.com/books/1327886002s/10909804.jpg,"['Type and type-founding', 'Graphic design (Typography)', 'Type and type-founding--History', 'Type and type-founding--Social aspects', 'Type and type-founding--Psychological aspects', 'Typographers', 'Typographers--Biography', 'Z250 .G228 2011', '686.224']"
4958,4959,3492020,46,0-399155481,9780399155480.0,J.D. Robb,2009.0,Promises in Death,"Promises in Death (In Death, #28)",eng,4.4,24115,96,313,2885,8604,14251,https://images.gr-assets.com/books/1417318467m/3492020.jpg,https://images.gr-assets.com/books/1417318467s/3492020.jpg,['other']
4959,4960,23534,30,0-876853629,9780876853630.0,Charles Bukowski,1977.0,"Love Is a Dog from Hell: Poems, 1974-1977",Love Is a Dog from Hell,eng,4.16,19471,368,723,3220,7241,9173,https://images.gr-assets.com/books/1377260823m/23534.jpg,https://images.gr-assets.com/books/1377260823s/23534.jpg,['other']
4960,4961,19161852,20,0-316229296,9780316229300.0,N.K. Jemisin,2015.0,The Fifth Season,"The Fifth Season (The Broken Earth, #1)",eng,4.31,20185,285,635,2715,8989,12640,https://images.gr-assets.com/books/1386803701m/19161852.jpg,https://images.gr-assets.com/books/1386803701s/19161852.jpg,['other']
4961,4962,13568322,4,1846247195,9781846247190.0,R.D. Ronald,2012.0,,The Zombie Room,eng,3.61,14302,1797,1750,3986,4039,5967,https://images.gr-assets.com/books/1348552492m/13568322.jpg,https://images.gr-assets.com/books/1348552492s/13568322.jpg,
4962,4963,67931,64,0-552150215,9780552150220.0,John Katzenbach,2002.0,The Analyst,The Analyst,eng,4.12,11685,265,918,3552,7581,8702,https://images.gr-assets.com/books/1280112638m/67931.jpg,https://images.gr-assets.com/books/1280112638s/67931.jpg,['other']
4963,4964,2113260,35,0-670019631,9780670019630.0,Jasper Fforde,2009.0,Shades of Grey,Shades of Grey,eng,4.14,22788,425,1098,4097,9941,11279,https://images.gr-assets.com/books/1327563734m/2113260.jpg,https://images.gr-assets.com/books/1327563734s/2113260.jpg,['other']
4964,4965,33569,43,0-140389660,9780140389660.0,S.E. Hinton,1971.0,"That Was Then, This Is Now","That Was Then, This Is Now",en-US,3.89,22946,311,1327,6324,8776,7290,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4965,4966,6164358,37,0-307582396,9780307582390.0,"Trenton Lee Stewart, Del Roy",2009.0,The Mysterious Benedict Society and the Prisoner's Dilemma,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",,4.28,23448,189,589,3854,8938,12960,https://images.gr-assets.com/books/1320473034m/6164358.jpg,https://images.gr-assets.com/books/1320473034s/6164358.jpg,['other']
4966,4967,10149142,32,0-061579033,9780061579040.0,Kevin    Wilson,2011.0,The Family Fang,The Family Fang,en-US,3.6,18214,682,1867,6247,8379,3729,https://images.gr-assets.com/books/1444101399m/10149142.jpg,https://images.gr-assets.com/books/1444101399s/10149142.jpg,['other']
4967,4968,10907,26,0-060744871,9780060744880.0,Chris Gardner,2006.0,The Pursuit of Happyness,The Pursuit of Happyness,,4.17,18492,271,715,3110,6104,8633,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4968,4969,7147831,93,,9788252574590.0,Karl Ove Knausgård,2009.0,Min kamp 1,Min kamp 1 (Min kamp #1),nor,4.08,7886,373,956,3151,7999,7729,https://images.gr-assets.com/books/1262695721m/7147831.jpg,https://images.gr-assets.com/books/1262695721s/7147831.jpg,
4969,4970,8517008,48,0-385342322,9780385342320.0,Alan Bradley,2011.0,A Red Herring Without Mustard,"A Red Herring Without Mustard (Flavia de Luce, #3)",eng,4.07,26160,133,556,5507,14136,9161,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4970,4971,18728,18,0-684804484,9780684804480.0,Doris Kearns Goodwin,1994.0,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,eng,4.2,26004,713,1072,3635,8217,13466,https://images.gr-assets.com/books/1423756471m/18728.jpg,https://images.gr-assets.com/books/1423756471s/18728.jpg,['other']
4971,4972,414298,28,0-375701907,9780375701900.0,Richard Russo,1997.0,Straight Man,Straight Man,eng,4.02,19358,263,931,3985,8177,7022,https://images.gr-assets.com/books/1430659357m/414298.jpg,https://images.gr-assets.com/books/1430659357s/414298.jpg,['other']
4972,4973,10739,54,0-375701966,9780375701960.0,Walker Percy,1961.0,The Moviegoer,The Moviegoer,en-CA,3.7,18655,656,2010,5228,7080,5120,https://images.gr-assets.com/books/1437668043m/10739.jpg,https://images.gr-assets.com/books/1437668043s/10739.jpg,['other']
4973,4974,87346,240,0-413774031,9780413774030.0,"Anton Chekhov, Tom    Murphy",1904.0,Вишнëвый сад,The Cherry Orchard,eng,3.68,18914,597,2154,6703,7892,5422,https://images.gr-assets.com/books/1464433142m/87346.jpg,https://images.gr-assets.com/books/1464433142s/87346.jpg,['other']
4974,4975,4835838,18,0-545052394,9780545052400.0,Wendy Mass,2009.0,11 Birthdays,"11 Birthdays (Willow Falls, #1)",eng,4.18,22339,248,804,4099,7652,10624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4975,4976,7329,122,026110215X,9780261102160.0,"J.R.R. Tolkien, Christopher Tolkien",1980.0,Unfinished Tales of Númenor and Middle-Earth,Unfinished Tales of Númenor and Middle-Earth,,3.93,18402,211,1245,5737,8781,7276,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['Literary Collections']
4976,4977,9461872,27,0-385521227,9780385521220.0,Ann Brashares,2011.0,Sisterhood Everlasting,"Sisterhood Everlasting (Sisterhood, #5)",eng,3.9,25849,555,1930,6759,10838,9284,https://images.gr-assets.com/books/1327878529m/9461872.jpg,https://images.gr-assets.com/books/1327878529s/9461872.jpg,['other']
4977,4978,349090,19,0-451452011,9780451452020.0,Grant Naylor,1989.0,Infinity Welcomes Careful Drivers,Infinity Welcomes Careful Drivers (Red Dwarf #1),eng,4.03,19773,211,819,4365,7675,7211,https://images.gr-assets.com/books/1403947775m/349090.jpg,https://images.gr-assets.com/books/1403947775s/349090.jpg,['other']
4978,4979,33459,23,0-060735430,9780060735430.0,Christopher Moore,1994.0,Coyote Blue,Coyote Blue,en-US,3.75,19901,270,1398,6797,8035,5056,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4979,4980,2501455,9,,9789953890580.0,"أحلام مستغانمي, Ahlam Mosteghanemi",1997.0,فوضى الحواس,فوضى الحواس,ara,3.83,16337,635,1413,3913,5041,5856,https://images.gr-assets.com/books/1291848735m/2501455.jpg,https://images.gr-assets.com/books/1291848735s/2501455.jpg,
4980,4981,87665,430,160096527X,9781600965270.0,G.K. Chesterton,1908.0,Orthodoxy,Orthodoxy,eng,4.23,18303,481,787,2858,6402,10901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['Literary Collections']
4981,4982,426625,29,0-060542098,9780060542090.0,"Jane O'Connor, Robin Preiss Glasser",2005.0,Fancy Nancy,Fancy Nancy,,4.15,21619,483,1079,3876,5647,10656,https://images.gr-assets.com/books/1376473636m/426625.jpg,https://images.gr-assets.com/books/1376473636s/426625.jpg,['other']
4982,4983,3692,100,0-099478420,9780099478420.0,Graham Greene,1948.0,The Heart of the Matter,The Heart of the Matter,eng,3.98,19149,275,953,4426,8660,6821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4983,4984,21535019,65,141971189X,9781419711890.0,Jeff Kinney,2014.0,The Long Haul ,"The Long Haul (Diary of a Wimpy Kid, #9)",eng,4.33,21822,528,896,3526,6724,15921,https://images.gr-assets.com/books/1408500992m/21535019.jpg,https://images.gr-assets.com/books/1408500992s/21535019.jpg,"['Automobile travel', 'Humorous stories', 'Families', 'Diaries', 'Comics & Graphic Novels', 'Family life', 'Fiction', 'Vacations', 'JUVENILE FICTION', 'General', ""Children's & Teenage Fiction"", 'Humorous fiction', 'Age level unknown', ""Children's fiction"", 'Automobile travel, fiction', 'Vacations, fiction', 'Family life, fiction', 'Diaries, fiction', 'JUVENILE FICTION / Humorous Stories', 'JUVENILE FICTION / Comics & Graphic Novels / General', 'Diary Of A Wimpy Kid Book 09 Long Haul']"
4984,4985,169871,25,0-152046917,9780152046910.0,"Patricia C. Wrede, Peter de Sève",1985.0,,"Talking to Dragons (Enchanted Forest Chronicles, #4)",en-US,4.19,27948,272,915,5074,9550,13227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4985,4986,2029176,51,0-316018708,9780316018710.0,"James Patterson, Howard Roughan",2008.0,Sail,Sail,eng,3.8,20932,487,1470,6164,8220,6043,https://images.gr-assets.com/books/1344264435m/2029176.jpg,https://images.gr-assets.com/books/1344264435s/2029176.jpg,['other']
4986,4987,23301545,36,1408859645,9781408859640.0,"Neil Gaiman, Chris Riddell",2014.0,The Sleeper and the Spindle,The Sleeper and the Spindle,eng,3.9,20889,861,1340,5238,9259,8010,https://images.gr-assets.com/books/1412343723m/23301545.jpg,https://images.gr-assets.com/books/1412343723s/23301545.jpg,
4987,4988,18114142,12,045141991X,9780451419910.0,Susan Meissner,2014.0,,A Fall of Marigolds,,4.04,17015,194,729,4017,9377,6982,https://images.gr-assets.com/books/1385964725m/18114142.jpg,https://images.gr-assets.com/books/1385964725s/18114142.jpg,
4988,4989,18750,50,0-452281431,9780452281430.0,"A.N. Roquelaure, Anne Rice",1984.0,Beauty's Punishment,"Beauty's Punishment (Sleeping Beauty, #2)",en-US,3.62,20867,1274,2728,6361,6126,6740,https://images.gr-assets.com/books/1426861477m/18750.jpg,https://images.gr-assets.com/books/1426861477s/18750.jpg,['other']
4989,4990,285011,23,1414310560,9781414310560.0,Dee Henderson,2000.0,The Negotiator,"The Negotiator (O'Malley, #1)",eng,4.32,20278,204,542,2891,6428,11434,https://images.gr-assets.com/books/1406508359m/285011.jpg,https://images.gr-assets.com/books/1406508359s/285011.jpg,
4990,4991,13041934,7,0-143417231,9780143417230.0,Ravinder Singh,2011.0,Can Love Happen Twice?,Can Love Happen Twice?,eng,3.31,15668,1359,2671,4924,4048,3170,https://images.gr-assets.com/books/1321016822m/13041934.jpg,https://images.gr-assets.com/books/1321016822s/13041934.jpg,['other']
4991,4992,3124249,33,0-060548924,9780060548930.0,"Gregory Maguire, Douglas Smith",2008.0,A Lion Among Men,"A Lion Among Men (The Wicked Years, #3)",en-US,3.29,21794,1150,4109,8788,6178,3501,https://images.gr-assets.com/books/1370992593m/3124249.jpg,https://images.gr-assets.com/books/1370992593s/3124249.jpg,['other']
4992,4993,43908,41,0-380720868,9780380720870.0,Raymond E. Feist,1994.0,"Shadow of a Dark Queen (The Serpentwar Saga, #1)","Shadow of a Dark Queen (The Serpentwar Saga, #1)",eng,4.02,20847,125,736,5071,8953,7256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4993,4994,11466,37,0-802136680,9780802136690.0,Tobias Wolff,1989.0,This Boy's Life: A Memoir,This Boy's Life,eng,3.98,19981,257,953,4430,8727,6643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4994,4995,3993839,30,0-312382855,9780312382860.0,Jonathan Maberry,2009.0,Patient Zero,"Patient Zero (Joe Ledger, #1)",en-US,3.98,19852,508,1148,4274,7523,7749,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
4995,4996,545951,107,0-679728899,9780679728890.0,Willa Cather,1927.0,Death Comes for the Archbishop,Death Comes for the Archbishop,eng,3.88,21343,580,1545,5347,8291,7298,https://images.gr-assets.com/books/1436632846m/545951.jpg,https://images.gr-assets.com/books/1436632846s/545951.jpg,['other']
4996,4997,7942786,16,1841497967,9781841497970.0,Patricia Briggs,2012.0,,"Fair Game (Alpha & Omega, #3)",en-US,4.34,28322,96,451,4205,12997,17235,https://images.gr-assets.com/books/1327472384m/7942786.jpg,https://images.gr-assets.com/books/1327472384s/7942786.jpg,
4997,4998,17312201,16,1423194551,9781423194550.0,Rick Riordan,2013.0,The Son of Sobek,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",eng,4.26,21691,348,690,4023,7989,13204,https://images.gr-assets.com/books/1367948073m/17312201.jpg,https://images.gr-assets.com/books/1367948073s/17312201.jpg,
4998,4999,52823,310,1854596373,9781854596380.0,"Molière, Martin Sorrell",1664.0,"Le Tartuffe, ou L’Imposteur",Tartuffe,eng,3.66,21061,545,2313,7569,8829,5484,https://images.gr-assets.com/books/1319501006m/52823.jpg,https://images.gr-assets.com/books/1319501006s/52823.jpg,
4999,5000,4701550,24,0-446401056,9780446401050.0,Larissa Ione,2009.0,Passion Unleashed,Passion Unleashed (Demonica #3),eng,4.32,28493,266,690,3868,9459,15632,https://images.gr-assets.com/books/1344267582m/4701550.jpg,https://images.gr-assets.com/books/1344267582s/4701550.jpg,['other']
5000,5001,1896346,9,1421514818,9781421514820.0,Kazune Kawahara,2004.0,高校デビュー 1,"High School Debut, Vol. 01 (High School Debut, #1)",en-GB,4.11,21210,664,1205,3798,5088,10511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['Manga']
5001,5002,10400407,4,9953716889,9789953716890.0,أثير عبدالله النشمي,2011.0,في ديسمبر تنتهي كل الأحلام,في ديسمبر تنتهي كل الأحلام,ara,3.33,16479,1601,2897,4977,3958,3978,https://images.gr-assets.com/books/1304699101m/10400407.jpg,https://images.gr-assets.com/books/1304699101s/10400407.jpg,
5002,5003,386234,8,030711838X,9780307118390.0,Mercer Mayer,1975.0,Just for You,Just for You (Little Critter),eng,4.25,22965,265,812,4050,5630,12222,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Fiction - Favorite Characters', 'Fiction - General & Miscellaneous', 'Fiction - Emotions & Behaviors', 'Fiction - Family Life']"
5003,5004,294047,46,0-060002492,9780060002500.0,James Rollins,2002.0,Amazonia,Amazonia,eng,4.11,20410,203,765,4150,8178,8784,https://images.gr-assets.com/books/1440044334m/294047.jpg,https://images.gr-assets.com/books/1440044334s/294047.jpg,['other']
5004,5005,46674,42,0-380810336,9780380810340.0,David D. Burns,1980.0, Feeling Good: The New Mood Therapy,Feeling Good: The New Mood Therapy,en-US,3.95,17065,584,1127,3881,5692,6924,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
5005,5006,114184,80,0-515141399,9780515141400.0,Nora Roberts,2005.0,Blue Smoke,Blue Smoke,eng,3.97,24366,252,1220,6393,9565,8732,https://images.gr-assets.com/books/1309286007m/114184.jpg,https://images.gr-assets.com/books/1309286007s/114184.jpg,['other']
5006,5007,6528,74,0-425210278,9780425210280.0,Patricia Cornwell,2005.0,Predator,"Predator (Kay Scarpetta, #14)",en-US,3.67,21668,717,2195,7021,8062,5686,https://images.gr-assets.com/books/1310552145m/6528.jpg,https://images.gr-assets.com/books/1310552145s/6528.jpg,['other']
5007,5008,720298,40,0-894864025,9780894864020.0,Melody Beattie,1986.0,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,,4.13,18340,315,853,3510,6440,8720,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
5008,5009,254308,288,1933480092,9781933480090.0,"Ivan Goncharov, Stephen Pearl, Galya Diment",1859.0,Обломов,Oblomov,eng,4.0,18458,493,1299,4018,7052,8130,https://images.gr-assets.com/books/1456384296m/254308.jpg,https://images.gr-assets.com/books/1456384296s/254308.jpg,"['Translations into EnglishGoncharov, Ivan Aleksandrovich , 1812-1891', 'Aristocracy (Social class)', 'Aristocracy (Social class)--Russia--Fiction', 'Flaneurs', 'Flaneurs--Russia--Fiction', 'Social life and customs', 'PG3337.G6 O1213 2006', '891.7/33']"
5009,5010,198332,70,0-743426800,9780743426800.0,Clive Cussler,1994.0,Inca Gold,"Inca Gold (Dirk Pitt, #12)",eng,3.96,20297,131,688,5425,9017,6417,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
5010,5011,18167006,27,1400069629,9781400069620.0,Ruth Reichl,2014.0,Delicious!,Delicious!,eng,3.75,17657,483,1570,5500,7830,4935,https://images.gr-assets.com/books/1404478598m/18167006.jpg,https://images.gr-assets.com/books/1404478598s/18167006.jpg,"['Life change events', 'Life change events--Fiction', 'Hiding places', 'Hiding places--Fiction', 'World War, 1939-1945', 'World War, 1939-1945--Ohio--Akron--Fiction', 'Letters', 'Letters--Fiction', 'PS3618.E5239 D45 2014', '813/.6']"
5011,5012,6496815,39,0-446504122,9780446504130.0,"Po Bronson, Ashley Merryman",2008.0,NurtureShock: New Thinking About Children,NurtureShock: New Thinking About Children,en-US,4.04,17310,218,733,3803,8585,6715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
5012,5013,1849,59,044657967X,9780446579670.0,Nelson DeMille,2006.0,Wild Fire,"Wild Fire (John Corey, #4)",en-US,3.99,18529,192,740,4446,8588,6206,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Corey, John (Fictitious character)', 'Corey, John (Fictitious character)--Fiction', 'Ex-police officers', 'Ex-police officers--Fiction', 'Nuclear terrorism', 'Nuclear terrorism--Fiction', 'Terrorism--Prevention', 'Terrorism--Prevention--Fiction', 'PS3554.E472 W55 2006', '813/.54']"
5013,5014,154423,73,0-743497295,9780743497300.0,Mary Higgins Clark,2006.0,Two Little Girls in Blue,Two Little Girls in Blue,en-US,3.85,20727,290,1407,6222,7849,6487,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
5014,5015,589979,36,055327211X,9780553272120.0,"Raymond E. Feist, Janny Wurts",1987.0,Daughter of the Empire,"Daughter of the Empire (The Empire Trilogy, #1)",eng,4.24,24055,181,757,3846,8761,12108,https://images.gr-assets.com/books/1404668411m/589979.jpg,https://images.gr-assets.com/books/1404668411s/589979.jpg,['Fantasy Fiction']
5015,5016,688191,35,0-689872372,9780689872370.0,Neal Shusterman,2006.0,Everlost,"Everlost (Skinjacker, #1)",eng,3.94,24506,587,1528,5731,8966,8966,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,['other']
5016,5017,8534799,23,1439136807,9781439136800.0,Kresley Cole,2011.0,Dreams of a Dark Warrior,Dreams of a Dark Warrior (Immortals After Dark #11),en-US,4.39,28315,179,567,3319,9425,17034,https://images.gr-assets.com/books/1285724086m/8534799.jpg,https://images.gr-assets.com/books/1285724086s/8534799.jpg,['Romance']
5017,5018,7824997,63,0-142428698,9780142428700.0,"John Grisham, Richard Thomas",2010.0,"Theodore Boone, Kid Lawyer","Theodore Boone: Kid Lawyer (Theodore Boone, #1)",eng,3.72,19284,609,1937,6872,7939,6011,https://images.gr-assets.com/books/1275094812m/7824997.jpg,https://images.gr-assets.com/books/1275094812s/7824997.jpg,['other']
5018,5019,34072,17,0-224063979,9780224063980.0,Chris Ware,2000.0,Jimmy Corrigan: The Smartest Kid on Earth,"Jimmy Corrigan, the Smartest Kid on Earth",,4.1,17128,664,1163,2855,5391,9047,https://images.gr-assets.com/books/1327962921m/34072.jpg,https://images.gr-assets.com/books/1327962921s/34072.jpg,['other']
