,user_id,science_fiction,adventures,drama,history,infantile,juvenile,humor,woman,thriller,horror,love,suspense,other
22823,25439,137,10,127,0,10,56,0,10,0,80,65,0,1
22824,25583,209,8,245,83,120,64,14,16,18,0,38,6,168
22825,26650,349,26,309,78,134,388,0,20,6,14,41,26,23
22826,26707,144,8,158,61,129,110,20,16,0,10,24,10,222
22827,26660,327,0,318,10,52,239,4,40,40,36,82,65,102
22828,26709,187,18,203,57,34,65,0,14,0,26,48,6,85
22829,18659,159,0,200,47,61,10,0,37,0,0,37,6,97
22830,26710,301,42,335,116,169,204,32,55,18,10,85,46,133
22831,26708,228,30,231,37,90,113,32,13,0,12,25,0,190
22832,26711,259,10,291,63,113,72,10,28,16,16,59,50,263
22833,26715,91,0,138,63,64,70,10,24,6,0,43,8,190
22834,22814,14,0,28,14,0,0,6,0,0,0,0,0,34
22835,26713,166,20,205,24,108,149,25,0,20,12,21,28,299
22836,10783,244,16,218,10,19,40,10,2,10,42,15,14,20
22837,26669,557,72,429,143,185,466,8,0,20,26,31,60,126
22838,26634,194,25,230,68,90,74,4,6,18,42,59,18,265
22839,6764,214,8,223,61,71,51,22,28,24,16,30,0,154
22840,14971,213,16,233,69,45,109,8,28,4,12,39,8,96
22841,26719,113,0,127,33,38,70,0,18,8,12,42,32,172
22842,26705,275,34,245,89,120,270,0,28,0,46,90,20,64
22843,26717,214,26,163,63,52,102,10,0,14,18,19,40,72
22844,26716,251,20,234,136,138,140,18,27,32,12,63,60,168
22845,26718,428,32,397,124,111,214,36,22,10,72,52,32,205
22846,26168,251,6,262,49,38,80,0,0,19,24,24,61,150
22847,26720,260,26,259,124,74,141,10,3,25,37,26,45,118
22848,25815,205,10,246,90,58,28,6,15,0,0,29,0,147
22849,26668,295,22,246,80,80,232,24,16,14,20,26,26,66
22850,26722,269,26,253,56,67,114,10,18,4,74,70,20,29
22851,26726,292,48,276,162,166,152,42,20,20,0,47,30,203
22852,26723,156,43,184,32,59,28,10,18,14,90,28,16,327
22853,26727,282,31,287,96,95,112,0,24,34,0,46,46,90
22854,25045,269,40,220,105,86,156,0,18,26,12,43,38,81
22855,26728,272,10,276,105,202,238,18,26,0,20,34,38,279
22856,26730,359,10,339,68,99,320,0,20,0,100,105,20,94
22857,26729,229,26,259,55,144,172,56,17,24,0,20,34,257
22858,26725,163,26,188,65,136,121,16,18,14,10,64,14,188
22859,26732,249,16,296,94,189,262,38,40,10,10,52,16,220
22860,24021,445,74,358,100,103,240,0,0,8,22,54,44,29
22861,26733,302,6,325,28,29,50,0,21,25,34,65,61,123
22862,26734,200,26,262,103,136,167,30,48,10,0,48,10,256
22863,26735,131,8,172,57,80,46,20,13,0,0,44,6,133
22864,26737,249,30,268,121,150,159,10,27,12,0,63,50,213
22865,24355,132,20,130,21,18,54,20,10,12,0,13,20,91
22866,26736,306,36,306,8,114,192,20,8,0,22,53,10,191
22867,26739,210,36,186,90,116,170,0,26,0,12,39,26,113
22868,26740,90,18,100,38,53,62,0,0,0,0,23,6,23
22869,23360,247,20,232,10,19,72,0,0,14,16,13,60,84
22870,26743,350,30,294,80,95,160,0,0,0,30,39,20,21
22871,26130,384,18,359,47,54,66,24,16,24,28,32,59,104
22872,26744,247,20,244,58,37,52,8,11,4,8,24,26,195
22873,26745,283,14,275,85,124,192,42,50,8,25,68,14,227
22874,26747,217,16,231,80,113,137,0,26,6,2,39,20,130
22875,26748,113,4,169,32,72,57,0,37,18,18,81,18,134
22876,26750,413,62,405,153,183,272,51,24,30,32,43,50,328
22877,4440,321,30,283,86,52,117,20,20,18,22,27,64,213
22878,26751,250,20,217,38,102,184,16,6,0,14,7,12,63
22879,26749,185,10,180,14,48,138,20,12,10,16,60,12,23
22880,26752,328,46,337,40,223,276,20,44,30,26,92,10,283
22881,26754,225,20,225,14,35,116,0,34,8,30,127,8,69
22882,26753,507,50,463,114,103,201,48,16,10,22,55,26,183
22883,11802,306,10,278,58,34,50,20,8,8,18,4,8,90
22884,23228,273,8,289,33,69,365,0,57,0,22,86,0,79
22885,26755,298,8,319,8,26,31,0,28,37,20,80,68,140
22886,19904,154,6,177,40,44,98,12,23,26,8,27,14,173
22887,26757,281,16,234,40,40,56,16,9,8,70,20,24,99
22888,26758,412,44,347,70,46,110,10,4,12,8,26,28,48
22889,26756,215,0,217,26,70,178,0,5,0,0,46,10,51
22890,24316,282,8,276,90,121,252,8,44,0,14,81,16,86
22891,26760,291,14,314,8,30,22,0,9,20,34,46,117,119
22892,26762,156,8,147,72,64,74,8,0,13,8,9,39,148
22893,13071,218,10,213,10,103,254,0,24,0,0,36,0,27
22894,26764,144,8,180,68,105,72,0,11,8,0,54,16,124
22895,26765,248,10,268,85,55,55,25,25,30,50,40,30,418
22896,22334,212,14,220,86,49,108,18,37,10,22,31,16,313
22897,15374,205,11,222,70,51,71,10,52,18,6,64,28,233
22898,26766,228,12,238,36,56,98,10,18,42,34,44,70,147
22899,26768,196,30,223,66,37,24,20,8,24,8,20,36,139
22900,26769,246,10,260,50,129,290,27,10,0,13,48,26,105
22901,26770,89,14,125,70,69,56,10,40,20,0,63,0,120
22902,26772,191,0,223,8,181,221,20,20,0,6,16,6,262
22903,26774,238,24,250,75,8,14,0,10,52,8,17,82,161
22904,26777,161,22,200,45,60,52,23,21,32,10,21,46,158
22905,26776,161,11,169,10,22,16,0,0,18,36,7,56,173
22906,26560,184,26,204,71,26,61,0,10,37,0,34,53,166
22907,26780,342,16,332,69,88,102,12,36,24,48,38,38,111
22908,26781,285,20,305,56,79,182,0,47,12,18,44,32,219
22909,26741,44,0,58,8,22,20,0,23,8,0,20,16,103
22910,26785,208,22,198,104,79,105,12,18,12,12,28,44,243
22911,26786,354,22,349,62,98,82,14,22,33,28,96,86,93
22912,26788,143,0,149,34,65,67,1,23,6,6,27,18,200
22913,26787,329,14,319,99,71,78,10,0,0,8,19,12,95
22914,26789,199,24,187,49,20,40,8,10,34,48,5,42,198
22915,26790,345,58,303,78,92,298,22,25,12,126,67,14,121
22916,23513,132,10,161,78,80,58,10,39,20,0,39,0,180
22917,26791,151,20,183,85,72,94,0,43,10,6,71,10,212
22918,26792,74,0,176,80,55,40,10,30,0,0,30,10,194
22919,26795,184,0,201,0,0,8,0,0,28,20,9,78,68
22920,26796,173,18,202,48,90,50,20,8,18,0,32,21,232
22921,26797,270,20,301,154,146,141,34,27,10,26,76,20,255
22922,24604,131,18,186,83,85,55,26,6,28,0,35,20,202
22923,26800,273,48,289,139,156,108,6,48,38,2,75,48,278
22924,26778,271,40,263,80,103,130,10,15,8,20,51,24,189
22925,26803,262,30,241,54,105,191,16,36,0,30,83,10,55
22926,26804,133,0,138,25,35,36,0,50,20,0,50,30,175
22927,26805,121,8,114,60,28,34,0,6,44,8,7,28,178
22928,26806,142,10,167,40,85,159,0,23,8,0,39,12,90
22929,26621,169,0,214,68,47,119,4,69,31,0,35,21,158
22930,26808,226,5,274,71,30,80,0,20,30,0,37,66,152
22931,26807,140,0,186,61,72,108,0,16,16,10,22,8,209
22932,6604,368,18,334,60,84,200,0,10,10,16,39,20,143
22933,26809,253,20,259,10,36,156,10,40,5,92,96,5,49
22934,26810,341,50,303,138,76,118,20,26,14,14,24,30,106
22935,26813,204,24,183,60,79,214,0,14,0,24,49,20,8
22936,26784,144,20,175,104,39,28,20,35,18,0,36,18,190
22937,26816,280,60,260,98,122,152,14,26,28,8,40,46,95
22938,26366,166,21,172,50,32,96,16,16,6,6,38,29,216
22939,26815,266,8,230,40,38,26,16,8,0,30,5,6,137
22940,26819,304,10,280,23,50,278,8,36,0,76,95,0,38
22941,26528,347,38,319,38,57,144,26,15,42,18,42,72,175
22942,26820,182,24,239,76,40,48,18,54,20,0,52,4,146
22943,26821,331,10,327,76,64,89,18,10,24,16,23,86,125
22944,26824,381,46,366,20,35,73,0,10,40,40,24,130,164
22945,26823,175,0,181,24,45,114,0,14,12,16,22,14,64
22946,26571,265,9,286,18,112,118,16,9,14,10,24,54,304
22947,26826,227,8,231,16,151,307,20,0,0,54,64,0,247
22948,26818,87,8,108,59,13,10,18,20,28,26,14,18,198
22949,26825,284,8,312,90,141,170,28,78,30,0,66,30,248
22950,26827,277,20,318,136,103,130,20,50,20,0,69,20,206
22951,26828,275,18,254,18,101,386,56,11,0,14,25,8,68
22952,26767,132,12,115,41,86,86,18,0,10,12,6,0,162
22953,26831,270,22,266,114,100,106,0,24,10,14,43,34,110
22954,25456,205,46,254,120,89,108,20,46,16,0,43,20,147
22955,26832,110,14,127,45,61,48,0,10,24,0,23,24,167
22956,26833,143,10,143,4,0,59,2,20,0,0,60,0,15
22957,26835,63,4,72,14,8,18,0,10,22,0,7,22,39
22958,12971,230,0,216,18,28,180,0,20,0,40,60,16,46
22959,26838,293,22,288,84,113,220,44,16,32,8,44,26,207
22960,26837,55,8,57,24,26,34,6,10,20,4,13,10,47
22961,26839,192,26,161,60,26,16,20,8,0,30,7,0,117
22962,26840,352,10,311,14,44,160,0,10,0,176,97,0,37
22963,26842,270,24,257,17,23,63,34,0,10,26,6,10,44
22964,26841,228,10,213,44,54,57,20,25,30,10,39,70,128
22965,5219,317,30,284,85,134,138,10,10,58,54,46,72,252
22966,26847,160,18,146,36,66,60,8,36,24,44,33,34,177
22967,26848,134,11,191,69,55,85,0,34,8,0,58,8,181
22968,26849,178,0,232,116,102,60,16,44,8,0,65,6,207
22969,26850,354,58,288,56,120,382,0,16,0,30,75,18,19
22970,26851,206,22,205,64,92,92,8,42,34,18,88,44,154
22971,21876,112,0,125,56,47,42,0,11,0,2,26,6,182
22972,26852,226,26,204,77,109,178,24,45,6,20,41,8,216
22973,26855,253,16,269,66,125,102,0,56,36,14,56,34,257
22974,26856,216,16,254,151,88,135,0,42,20,0,42,36,101
22975,26857,209,16,219,75,124,144,0,22,6,16,33,18,114
22976,26858,188,10,186,41,79,114,10,35,0,26,55,8,171
22977,26845,209,30,214,119,47,38,0,10,10,10,24,10,110
22978,26859,233,24,240,74,100,248,0,20,0,0,44,20,58
22979,26860,198,32,189,92,90,138,34,28,8,16,37,14,189
22980,26862,236,30,245,70,125,140,30,47,8,40,67,8,222
22981,26863,265,30,258,117,152,178,18,28,8,10,39,32,205
22982,26864,40,10,45,0,4,10,0,0,10,10,0,0,55
22983,26865,153,20,148,20,20,10,0,0,30,0,25,50,99
22984,26867,165,8,225,85,108,68,22,36,14,2,51,20,235
22985,20514,180,0,198,23,14,14,0,18,18,0,56,34,86
22986,26868,167,4,232,105,89,33,0,44,13,0,58,15,143
22987,23552,165,0,165,0,15,121,0,0,0,0,8,0,26
22988,26870,592,22,485,144,86,198,16,14,24,20,26,40,99
22989,26799,326,30,343,152,118,138,10,58,8,18,108,36,149
22990,26771,210,6,234,80,36,34,0,32,12,0,29,40,146
22991,20574,309,38,264,62,89,318,0,0,0,10,36,28,18
22992,26871,261,24,269,77,62,94,42,12,0,22,19,26,310
22993,26873,275,50,273,194,96,108,34,42,14,18,49,18,279
22994,26875,225,10,218,81,105,110,8,10,20,108,34,32,241
22995,26877,196,42,222,158,32,40,36,28,14,8,28,24,208
22996,21550,228,30,225,119,108,142,15,46,18,12,35,56,194
22997,26881,42,0,42,14,22,74,8,0,0,6,2,6,32
22998,26880,335,34,302,24,111,464,0,43,0,8,70,8,34
22999,26812,366,24,339,124,66,114,16,24,10,10,36,28,236
23000,26883,278,8,284,71,71,44,8,18,37,30,12,51,273
23001,26885,144,0,248,48,65,62,0,43,0,0,45,0,144
23002,26355,53,8,44,18,24,44,0,0,6,10,8,12,42
23003,26854,149,0,185,66,79,50,0,22,16,0,34,18,160
23004,26887,212,24,255,113,92,45,10,46,34,0,77,18,249
23005,26888,368,14,332,8,48,118,0,16,6,116,94,14,16
23006,1223,295,16,283,13,3,23,0,3,12,26,4,6,102
23007,26889,244,20,284,138,114,72,10,56,18,6,70,10,278
23008,26890,371,70,286,112,80,100,16,18,21,54,26,33,151
23009,26891,278,36,221,138,62,96,30,20,16,8,13,38,205
23010,26884,273,48,228,121,58,72,10,4,14,0,11,28,83
23011,26853,275,34,255,100,184,264,68,34,8,20,42,26,251
23012,26892,298,40,256,148,136,170,36,50,8,18,42,28,132
23013,26894,89,10,119,10,42,44,10,8,0,25,13,0,60
23014,23535,288,20,273,60,127,120,0,17,12,18,55,61,148
23015,26899,386,18,340,5,19,74,0,0,50,110,46,88,19
23016,26902,226,8,206,59,80,70,14,21,18,62,54,46,168
23017,26901,330,20,378,116,185,348,10,50,16,20,75,56,136
23018,18100,352,36,348,80,155,218,52,24,4,12,59,16,357
23019,26512,311,46,317,63,65,104,20,26,86,33,32,82,194
23020,26904,174,14,239,72,110,55,6,29,18,0,34,56,217
23021,10699,267,6,284,48,76,116,13,43,44,20,79,78,139
23022,26905,113,8,123,18,39,112,0,16,10,8,27,8,118
23023,26907,108,30,102,30,10,20,0,0,18,10,9,8,96
23024,26874,48,10,59,7,16,6,17,16,8,0,6,16,61
23025,26519,170,6,190,42,63,143,10,22,10,30,58,16,106
23026,26908,224,30,254,72,202,149,10,43,8,10,48,8,366
23027,26912,206,20,194,104,56,80,16,18,0,4,19,30,122
23028,26913,288,10,291,79,85,180,0,13,10,10,54,40,157
23029,5517,166,6,206,47,47,65,0,52,0,0,22,6,87
23030,26917,223,26,239,93,114,136,10,40,12,6,54,30,168
23031,23942,295,22,313,75,91,238,8,33,30,12,49,12,134
23032,26918,240,38,222,104,109,116,0,28,46,66,56,44,249
23033,5881,344,16,413,125,196,183,14,71,26,14,121,26,218
23034,26759,235,22,194,125,119,116,38,6,0,22,31,14,211
23035,26919,249,35,259,8,13,71,0,10,50,0,20,140,107
23036,14020,170,0,169,10,38,68,16,34,8,66,60,16,57
23037,26921,268,28,240,96,103,156,28,34,16,22,53,64,151
23038,26923,193,18,187,101,94,135,0,38,8,18,36,30,188
23039,26924,172,18,261,145,94,60,0,40,0,0,60,0,265
23040,26914,164,20,176,56,98,126,22,42,6,16,44,6,225
23041,22176,162,8,185,42,64,84,0,20,6,14,66,3,93
23042,26925,201,34,242,98,60,72,14,25,6,6,45,16,270
23043,26926,204,32,259,101,96,95,0,59,38,8,69,58,213
23044,24478,320,24,285,42,84,342,10,28,10,18,87,20,121
23045,26927,347,16,308,71,60,138,8,14,14,50,53,32,99
23046,26738,273,44,296,112,94,131,8,42,8,0,38,30,206
23047,26929,118,12,197,85,50,64,16,28,6,0,46,18,154
23048,26930,394,32,364,64,66,76,18,4,16,16,13,82,172
23049,26932,183,14,230,100,105,96,14,48,12,16,52,12,205
23050,26910,272,16,367,141,116,105,12,63,18,8,83,16,204
23051,26933,354,28,312,109,101,166,40,39,26,52,47,46,271
23052,26934,449,20,397,102,74,88,26,0,0,0,14,18,107
23053,26936,168,10,217,30,69,82,6,23,5,0,66,35,158
23054,26937,194,36,199,105,114,124,0,9,0,30,71,32,181
23055,26042,110,0,143,11,41,106,0,13,0,10,18,0,126
23056,26938,213,20,214,46,126,296,40,26,0,6,49,20,83
23057,26939,254,15,280,139,108,47,13,15,18,18,46,27,320
23058,26941,217,16,220,31,72,120,0,22,26,16,66,40,136
23059,26920,349,34,285,119,75,60,14,4,18,28,24,48,117
23060,26942,419,58,435,195,227,255,44,70,38,22,83,52,308
23061,12844,118,16,137,99,22,46,24,0,0,0,36,18,183
23062,16909,304,66,242,20,66,122,0,26,28,20,96,30,56
23063,26943,328,18,331,106,104,203,34,16,30,0,20,84,105
23064,26944,120,8,120,0,13,34,0,24,0,0,78,0,12
23065,26945,510,46,443,109,95,272,8,38,30,30,42,60,95
23066,26947,194,20,190,20,38,120,0,10,0,0,43,0,12
23067,4554,94,10,156,39,60,84,16,16,0,0,35,6,132
23068,25886,187,12,148,56,19,54,0,2,10,64,2,22,133
23069,26948,188,30,201,52,37,64,8,10,16,18,26,42,213
23070,26949,120,10,121,10,122,163,30,0,0,0,20,0,132
23071,26731,184,30,166,72,68,123,0,18,0,10,48,20,53
23072,26951,257,18,244,70,127,333,30,18,0,16,52,28,70
23073,26592,271,14,223,71,32,88,0,0,22,98,24,30,119
23074,26442,85,16,128,18,29,20,0,21,8,0,31,12,197
23075,26952,169,18,191,48,94,102,5,37,4,28,61,4,193
23076,26953,112,0,123,63,22,45,6,24,16,0,27,24,146
23077,16330,308,10,340,142,127,119,14,46,35,18,85,52,182
23078,17898,278,20,248,16,30,292,0,27,0,10,41,6,25
23079,26956,66,20,53,16,22,40,0,8,30,14,14,20,30
23080,26957,324,20,306,84,96,168,18,55,26,34,58,20,161
23081,26955,286,40,279,212,172,212,22,18,0,30,76,20,155
23082,26954,95,8,104,8,89,112,16,10,0,20,9,10,131
23083,26958,247,4,216,73,124,156,24,34,20,32,55,14,153
23084,5854,222,24,297,80,97,124,26,64,0,0,61,16,222
23085,26960,220,8,235,10,41,88,10,0,13,26,7,31,89
23086,10787,301,18,287,111,127,178,0,31,4,10,62,14,192
23087,22619,173,26,178,22,17,148,0,16,0,8,59,16,25
23088,26023,167,10,158,103,74,142,16,26,3,10,27,23,156
23089,26961,127,0,148,62,93,78,22,24,16,36,26,20,225
23090,26935,110,28,156,72,72,48,14,30,6,12,39,12,180
23091,26963,514,36,397,110,100,184,6,10,10,40,30,50,95
23092,26964,236,8,224,70,184,209,18,32,30,20,51,20,157
23093,26968,167,26,161,73,44,80,26,22,28,24,48,18,112
23094,26959,279,22,307,167,99,114,10,55,6,14,48,28,264
23095,26970,308,28,294,44,116,185,0,34,18,48,84,28,139
23096,26973,184,24,229,95,97,74,18,52,10,10,61,10,231
23097,22923,146,6,196,67,74,56,2,39,14,8,64,14,175
23098,26974,202,16,182,104,100,228,46,18,0,2,34,20,85
23099,26976,242,10,241,24,33,156,10,28,4,94,39,4,77
23100,26977,293,62,248,96,190,286,24,16,0,10,22,30,97
23101,26978,364,0,341,5,12,60,0,0,16,38,46,54,15
23102,26979,241,12,202,36,37,118,4,0,3,30,34,3,116
23103,26984,276,46,233,99,72,110,26,24,12,22,22,32,126
23104,26969,171,10,169,56,92,146,10,32,8,20,60,26,109
23105,26986,189,20,158,42,98,160,14,6,0,24,21,20,75
23106,26276,177,4,175,27,78,90,18,27,16,14,27,50,43
23107,25553,248,28,314,155,108,162,36,66,28,10,77,30,238
23108,26987,84,18,167,74,43,30,0,23,10,10,19,10,168
23109,26988,255,18,241,87,85,109,11,30,0,4,21,18,217
23110,26397,164,10,192,84,52,82,16,12,8,6,12,14,209
23111,26985,154,6,220,44,44,64,0,20,8,8,38,72,332
23112,26990,382,26,349,84,261,421,24,0,6,10,25,24,234
23113,26991,209,0,203,30,39,109,0,34,8,84,35,12,51
23114,26992,279,14,321,104,141,112,8,40,28,2,82,64,266
23115,26982,152,10,170,29,39,28,3,7,14,8,8,66,59
23116,26989,558,38,472,62,93,150,28,10,0,32,40,26,72
23117,22625,193,8,218,24,29,127,16,4,14,16,0,30,283
23118,26997,243,6,226,8,55,218,0,10,0,48,41,0,17
23119,26999,219,26,273,156,124,120,14,56,28,18,67,52,250
23120,26773,298,32,285,98,111,114,8,28,22,4,36,54,213
23121,24967,239,14,228,28,63,279,0,28,0,6,61,16,49
23122,6673,177,14,221,101,120,78,0,47,29,6,73,18,201
23123,27004,323,37,271,125,46,80,20,22,12,16,18,8,109
23124,27005,163,10,175,44,110,72,28,43,14,0,88,14,115
23125,27000,171,10,176,25,130,138,30,10,0,10,53,20,177
23126,26983,374,30,399,216,232,180,28,78,24,20,100,40,235
23127,27007,156,0,208,52,75,82,6,50,8,0,61,18,197
23128,27008,312,40,269,159,68,98,24,18,5,28,15,13,134
23129,27009,558,24,470,112,118,204,0,20,18,16,41,50,85
23130,26916,214,28,222,70,89,168,18,38,0,38,65,10,94
23131,27010,393,11,337,18,0,32,0,10,0,6,19,0,24
23132,27011,436,78,401,136,160,442,18,46,8,16,118,44,119
23133,27012,148,0,169,56,53,23,0,20,18,20,36,28,144
23134,25793,383,32,383,95,207,364,40,60,10,16,81,20,155
23135,26814,370,52,315,67,26,126,30,18,24,38,26,24,67
23136,27014,82,14,91,0,35,56,0,18,0,16,41,0,92
23137,14278,252,26,208,53,56,140,0,0,16,30,28,16,37
23138,24302,453,32,446,10,4,43,10,16,74,8,29,152,74
23139,27017,261,26,244,137,192,228,30,28,0,6,64,32,245
23140,27015,202,8,194,60,53,62,0,0,8,10,12,52,108
23141,27022,199,10,213,77,128,109,0,41,6,8,54,26,127
23142,26299,169,10,164,76,106,104,0,40,28,32,37,18,144
23143,27018,322,48,301,50,29,90,8,0,38,42,22,68,64
23144,22610,112,6,138,41,58,52,13,33,6,0,49,8,204
23145,27025,144,12,178,39,92,121,44,2,6,4,28,6,163
23146,27023,304,18,249,104,86,210,0,14,8,30,18,24,159
23147,4922,234,18,200,32,71,214,10,26,8,0,19,8,66
23148,27028,320,10,338,53,126,220,0,46,10,36,73,10,260
23149,26375,309,6,295,47,34,47,10,32,54,16,23,80,83
23150,27029,310,30,280,72,133,435,33,20,0,20,23,20,211
23151,27030,254,10,240,25,181,186,20,10,0,28,53,0,218
23152,27033,430,10,335,35,160,460,20,25,0,50,35,10,110
23153,27032,349,38,321,102,112,200,22,41,22,40,49,22,101
23154,27034,200,20,180,51,59,138,15,30,20,26,30,10,213
23155,27031,463,30,428,86,23,40,20,20,36,26,30,96,290
23156,9966,194,10,174,19,16,48,36,8,0,16,25,0,47
23157,27035,220,22,242,49,55,58,6,22,0,44,30,27,141
23158,27036,96,0,104,4,94,124,29,2,0,0,8,0,107
23159,27037,164,6,184,26,56,196,10,50,0,50,49,0,7
23160,24730,203,0,217,44,119,238,18,28,0,0,46,16,67
23161,27038,171,16,164,54,46,74,10,10,8,70,19,12,152
23162,26801,208,8,209,112,133,122,8,39,0,22,73,32,234
23163,27041,359,46,308,36,48,72,18,0,52,22,8,80,149
23164,27042,281,38,253,36,16,46,8,0,66,34,3,98,146
23165,27047,390,36,340,118,177,328,26,42,28,56,75,48,121
23166,27048,224,12,282,82,137,167,64,37,10,10,65,8,274
23167,27049,287,20,285,115,140,343,60,23,0,24,38,43,138
23168,24765,252,32,244,87,82,116,16,28,18,14,50,14,208
23169,27051,146,14,174,65,56,92,14,42,24,0,41,24,169
23170,26967,125,14,139,73,62,60,8,26,16,14,43,8,134
23171,27052,428,54,369,173,171,196,10,42,32,26,48,46,137
23172,27024,266,34,243,49,45,56,0,8,51,47,24,36,78
23173,27045,449,16,388,56,16,46,36,10,26,66,7,62,223
23174,27021,286,18,255,77,34,20,10,0,12,0,4,21,174
23175,27058,267,20,243,108,99,220,0,42,8,22,46,46,120
23176,23520,151,42,164,67,56,54,6,6,0,8,13,0,144
23177,27057,223,26,282,69,87,116,18,46,2,0,48,24,202
23178,27061,151,24,148,54,76,68,4,24,10,12,33,20,218
23179,26900,150,8,170,58,81,60,12,16,0,6,37,8,139
23180,6832,186,8,201,36,28,142,26,12,14,24,40,12,68
23181,16587,454,24,401,70,81,104,24,6,6,10,7,6,134
23182,26972,337,8,335,38,18,24,0,8,50,0,10,102,133
23183,27067,113,10,109,8,14,22,10,15,16,56,21,34,137
23184,19462,127,6,157,87,53,52,16,16,28,18,33,44,209
23185,27068,319,28,297,71,82,160,10,8,30,40,32,48,148
23186,27073,241,14,277,45,64,76,16,44,16,0,57,36,235
23187,27075,214,8,224,42,12,8,0,0,14,28,15,44,101
23188,21020,227,42,193,114,123,128,10,16,0,50,23,12,103
23189,27077,224,52,230,70,140,112,20,41,32,24,72,16,131
23190,22307,332,6,271,14,8,40,6,2,10,10,15,30,78
23191,27079,420,48,372,118,114,188,70,10,10,68,20,20,265
23192,27080,134,16,137,70,61,70,10,8,10,10,46,0,105
23193,27081,101,14,84,40,63,76,0,0,16,20,28,32,8
23194,20705,407,30,341,54,62,123,32,20,6,32,20,6,97
23195,27083,99,16,102,29,32,49,2,27,12,6,27,14,190
23196,27085,159,16,199,88,61,96,0,26,6,10,52,16,157
23197,27087,182,16,175,63,44,34,12,4,20,12,17,26,200
23198,27084,304,22,231,60,58,98,8,18,8,52,22,28,46
23199,27088,140,28,187,63,63,96,10,34,10,8,62,28,133
23200,27091,263,12,225,34,18,26,0,0,6,34,0,14,79
23201,25598,284,10,268,58,82,84,0,13,26,8,28,86,41
23202,26685,223,18,209,15,87,136,8,27,6,18,82,6,227
23203,27094,267,28,241,86,70,58,32,12,14,22,25,50,158
23204,26274,235,16,287,88,94,156,6,75,30,0,79,36,242
23205,27095,380,52,363,126,143,288,99,46,30,8,97,36,167
23206,27097,153,16,165,29,52,51,0,34,26,12,62,20,146
23207,22311,191,0,188,78,10,48,10,13,8,0,9,8,129
23208,27098,220,14,263,122,97,99,8,46,14,8,42,16,197
23209,27090,416,36,340,106,49,180,34,10,18,8,23,24,94
23210,27100,88,0,75,8,24,32,8,8,8,8,26,8,28
23211,11713,141,10,180,53,74,62,10,31,16,0,36,18,114
23212,26472,344,48,368,144,93,118,0,31,60,26,52,60,206
23213,27103,305,10,396,167,123,70,0,33,32,18,75,72,310
23214,27104,200,8,223,38,123,144,30,20,18,4,47,34,328
23215,27106,271,26,252,38,70,120,0,18,14,10,47,8,156
23216,27108,233,28,209,120,104,132,12,42,10,10,39,34,236
23217,27107,389,28,376,150,150,193,8,27,0,36,59,34,140
23218,12429,105,0,104,13,63,122,20,10,6,6,32,14,49
23219,27109,341,30,313,60,100,434,18,18,10,10,48,10,114
23220,27111,412,54,344,80,42,102,0,6,8,20,19,4,59
23221,27112,220,10,260,191,159,107,0,60,10,12,80,20,252
23222,27113,472,30,384,86,202,498,0,0,0,24,46,20,29
23223,8556,187,16,171,15,4,46,21,29,0,48,51,8,97
23224,27114,277,28,248,99,127,294,16,14,8,12,32,28,150
23225,27115,177,8,228,103,92,95,16,27,12,0,52,12,161
23226,3096,161,0,207,59,189,177,22,21,8,10,27,8,252
23227,27116,262,18,227,80,57,91,23,14,14,38,42,42,155
23228,27117,313,54,260,83,102,358,10,30,20,48,77,34,28
23229,27118,267,36,263,79,105,227,0,10,28,16,69,36,80
23230,27105,234,18,226,62,120,252,20,0,16,6,29,24,173
23231,27120,290,10,256,57,21,58,22,5,2,8,10,2,69
23232,5868,261,26,238,14,130,243,18,25,0,0,44,8,102
23233,23299,189,0,222,149,49,58,0,6,0,6,17,20,141
23234,27121,290,22,240,36,40,144,8,0,12,12,9,26,78
23235,593,163,8,195,76,74,90,18,40,0,2,23,32,173
23236,27123,126,8,133,10,17,6,0,26,0,6,73,8,27
23237,27124,207,0,260,130,67,35,8,29,0,0,45,10,128
23238,26115,297,16,287,9,21,110,0,8,42,70,30,58,127
23239,25477,249,18,286,46,93,167,20,54,16,6,96,16,107
23240,27122,168,10,240,151,97,99,25,43,8,18,54,16,302
23241,26940,260,30,227,93,60,64,24,26,10,26,33,10,198
23242,27126,137,10,137,10,22,8,0,0,22,24,24,18,223
23243,27128,349,20,377,73,234,224,20,0,36,0,39,129,307
23244,22886,269,22,227,64,88,90,34,18,0,38,38,18,89
23245,27129,173,20,167,40,61,86,0,26,19,10,73,24,111
23246,24419,211,28,211,28,32,178,18,15,23,61,67,10,172
23247,27133,342,54,275,68,115,252,40,0,18,14,43,42,74
23248,27132,106,6,147,32,48,56,10,24,17,4,31,19,181
23249,27134,256,18,255,86,111,276,0,6,18,4,33,58,89
23250,27135,94,40,70,16,26,72,0,0,6,14,24,6,20
23251,27137,127,8,119,26,18,32,10,18,20,40,15,40,103
23252,27136,162,8,212,62,121,126,18,28,26,30,44,32,313
23253,24632,336,24,340,122,158,142,18,50,26,22,47,70,289
23254,15827,206,12,195,12,27,56,0,43,6,20,47,20,43
23255,27139,341,18,397,149,119,74,10,21,72,0,44,104,124
23256,27140,408,34,347,66,91,271,8,10,16,48,12,48,62
23257,27144,28,0,45,8,0,0,0,10,0,0,56,0,138
